PF_CORP, COMPANY, LEGAL_NAME, DBA_NAME, ADDRESS1, ADDRESS2, CITY, STATE, POSTAL, NAICS, FEDERAL_EIN, STATE_DOL#, LEGAL_STATUS, CLIENT_PHONE, CLIENT_FAX, EMAIL_ADDR, FILING_DESCR, ADDRESS1_1, ADDRESS2_1, CITY_1, STATE_1, POSTAL_1, DBL_MALES, DBL_FEMALES, PFL_MALES, PFL_FEMALES, COVERED_ANNUAL_PAYROLL, STATUS, STATUS_DATE, CANCEL_REASON
"PEOUS","TD6","FILD Search LLC"," ","830 S Sepulveda Blvd","Suite 206","El Segundo","CA",90245,"561312", 823073033, ,"Corporation"," "," "," ","New York Office","25 Broadway",,"New York","NY",10004,1,1,1,1,165000,"ADD",04/11/2018," "
"PEOUS","LX3","AutoRemind, Inc."," ","222 Broadway",,"New York","NY",10038,"511210", 743230289, ,"Corporation"," "," "," ","AutoRemind-HQ","222 Broadway",,"New York","NY",10038,5,2,5,2,415500,"ADD",04/11/2018," "
"PEO05","RFE","WESTCHESTER BURGERS OF WHITE PLAINS, LLC"," ","238 MAIN STREET",,"WHITE PLAINS","NY",10601,"722513", 271634798, ,"Corporation"," "," "," ","WESTCHESTER BURGERS OF WHIT-HQ","238 MAIN STREET",,"WHITE PLAINS","NY",10601,21,16,21,16,599159,"ADD",04/11/2018," "
"PEO02","TZ8","Declaration Partners LP"," ","555 Park Avenue","Suite 5E","New York","NY",10065,"523910", 823594920, ,"Limited Partnership"," "," "," ","Declaration Partners LP-HQ","555 Park Avenue","Suite 5E","New York","NY",10065,2,1,2,1,650000,"ADD",04/11/2018," "
"PEO02","GQL","Glenn Dubin"," ","40 west 57 st, 33rd fl",,"New York","NY",10019,"814110", 056485168, ,"Corporation"," "," "," ","New York NY 10028","1040 Fifth Ave","15th Fl","New York","NY",10028,0,2,0,2,124000,"ADD",04/11/2018," "
"PEOUS","HNI","Lightricks US, Inc."," ","120 East 23 Street","Floor 3 Wework Lightricks US Inc","Brooklyn","NY",11249,"541511", 475424385, ,"Corporation"," "," "," ","Lightricks US, Inc.-HQ","120 East 23 Street","Floor 3 Wework Lightricks US Inc","Brooklyn","NY",11249,1,1,1,1,263600,"ADD",04/11/2018," "
"PEO01","LE4","Vicapsys Inc."," ","111 Riverbend Rd",,"Athens","GA",30602,"541713", 463353287, ,"Corporation"," "," "," ","NY Remote",,,,"NY",,1,0,1,0,200000,"ADD",04/11/2018," "
"PEOUS","HES","Acquavella Fine Arts LLC"," ","18 East 79th Street",,"New York","NY",10075,"453920", 455070380, ,"Limited Liability Company"," "," "," ","Acquavella Fine Arts LLC-HQ","18 East 79th Street",,"New York","NY",10075,21,19,21,19,2406040,"ADD",04/11/2018," "
"PEOUS","514","Alfresco Software Americas, Inc."," ","1825 S Grant St","Ste 900","San Mateo","CA",94402,"541511", 320123017, ,"Corporation"," "," "," ","Remote NY",,,,"NY",,1,0,1,0,210000,"ADD",04/11/2018," "
"PEOUS","654","Agilence, Inc."," ","1020 Briggs Rd","Suite 110","Mount Laurel","NJ",08054,"541519", 204055038, ,"Corporation"," "," "," ","Agilence, Inc.-Remote NY",,,,"NY",,2,1,2,1,174601,"ADD",04/11/2018," "
"PEO02","G93","Syncarpha Capital, LLC"," ","250 W 57th Street","Suite 701","New York","NY",10107,"523920", 320460976, ,"Limited Liability Company"," "," "," ","HQ","250 W 57th Street","Suite 701","New York","NY",10107,7,4,7,4,1335600,"ADD",04/11/2018," "
"PEO05","RE2","JAH GROUP CORP"," ","258 E MONTAUK HWY",,"HAMPTON BAYS","NY",11946,"722511", 453598196, ,"Corporation"," "," "," ","JAH GROUP CORP-HQ","258 E MONTAUK HWY",,"HAMPTON BAYS","NY",11946,60,80,60,80,3699827,"ADD",04/11/2018," "
"PEOUS","KPF","Speexx Incorporated"," ","122 East 42nd St","Suite 2005","New York","NY",10168,"511210", 371783869, ,"Corporation"," "," "," ","Speexx Inc.-HQ","122 East 42nd St","Suite 2005","New York","NY",10168,1,0,1,0,110760,"ADD",04/11/2018," "
"PEOUS","OPP","Siena Lending Group LLC"," ","9 W Broad Street",,"Stamford","CT",06902,"522291", 800787378, ,"Limited Liability Company"," "," "," ","NYC Office","509 Madison Avenue","Suite 1206","New York","NY",10022,1,0,1,0,195000,"ADD",04/11/2018," "
"PEOUS","LJ2","Pelham S2K Managers LLC"," ","777 Third Avenue, 28th Floor",,"New York","NY",10017,"541611", 474456932, ,"Limited Liability Company"," "," "," ","Pelham S2K Managers LLC-HQ","777 Third Avenue, 28th Floor",,"New York","NY",10017,3,0,3,0,277680,"ADD",04/11/2018," "
"PEO01","CAJ","Honest Buildings, Inc."," ","115 Broadway Street","6th Floor","New York","NY",10006,"519130", 453844554, ,"Corporation"," "," "," ","Honest Buildings, Inc-HQ","115 Broadway Street","6th Floor","New York","NY",10006,31,21,31,21,6038000,"ADD",04/11/2018," "
"PEOUS","P6N","The Farmer's Dog, inc."," ","417 Grand St",,"Brooklyn","NY",11211,"454110", 471576351, ,"Corporation"," "," "," ","The Farmer's Dog, Inc.-HQ","417 Grand St",,"Brooklyn","NY",11211,10,11,10,11,1576640,"ADD",04/11/2018," "
"PEOUS","S25","Mass Appeal Records, LLC"," ","428 Broadway","2nd Floor","New York","NY",10013,"519130", 464873957, ,"Limited Liability Company"," "," "," ","Mass Appeal Records, LLC-HQ","428 Broadway","2nd Floor","New York","NY",10013,2,2,2,2,322900,"ADD",04/11/2018," "
"PEOUS","L6W","Remarkety, Inc."," ","30 Chapin Road","Unit 1201","Pine Brook","NJ",07058,"511210", 471467484, ,"Corporation"," "," "," ","Office","222 Broadway",,"New York","NY",11028,2,2,2,2,163484,"ADD",04/11/2018," "
"PEO01","JL0","Velostrata, Inc."," ","2880 Zanker Road","Suite 203","San Jose","CA",95134,"511210", 473908713, ,"Corporation"," "," "," ","Remote NY",,,,"NY",,1,0,1,0,180000,"ADD",04/11/2018," "
"PEO01","DPD","Stone Medical Group, LLC"," ","1160 S Rogers Cir Ste 2",,"Boca Raton","FL",33487,"423450", 010589120, ,"Limited Liability Company"," "," "," ","New York Warehouse",,,,"NY",,2,0,2,0,120000,"ADD",04/11/2018," "
"PEOUS","TPY","American Society of Adaptation Professionals"," ","110 North Hamilton Street","PO BOX 980329","Ypsilanti","MI",48197,"813410", 473715950, ,"Corporation"," "," "," ","Remote NY",,,,"NY",,0,1,0,1,43000,"ADD",04/11/2018," "
"PEO01","I0D","Bombas LLC"," ","37 E 18th Street","4th Floor","New York","NY",10003,"454110", 800927969, ,"Limited Liability Company"," "," "," ","Bombas-HQ","37 E 18th Street","4th Floor","New York","NY",10003,23,20,23,20,4295000,"ADD",04/11/2018," "
"PEO01","DMN","Mobpartner Inc"," ","4151 Middlefield Road",,"Palo Alto","CA",94303,"541511", 412282756, ,"Corporation"," "," "," ","NY Office","205 East 42nd Street","20th Floor","New York","NY",10017,1,0,1,0,180000,"ADD",04/11/2018," "
"PEOUS","SAQ","Sayspring Inc"," ","415 Madison Ave","4th Floor","New York","NY",10017,"511210", 815262045, ,"Corporation"," "," "," ","Sayspring Inc-HQ","415 Madison Ave","4th Floor","New York","NY",10017,4,1,4,1,637000,"ADD",04/11/2018," "
"PEOUS","T2P","RashEndz Inc"," ","81 Prospect St",,"Brooklyn","NY",11201,"423450", 461011033, ,"Corporation"," "," "," ","RashEndz Inc-HQ","81 Prospect St",,"Brooklyn","NY",11201,3,1,3,1,569999,"ADD",04/11/2018," "
"PEO02","OEG","Centiva Capital, LP"," ","3 Columbus Circle","Suite 1730","New York","NY",10019,"523920", 813735732, ,"Limited Partnership"," "," "," ","Centiva Capital, LP-HQ","3 Columbus Circle","Suite 1730","New York","NY",10019,16,3,16,3,3305000,"ADD",04/11/2018," "
"PEO02","G21","Marble Arch Investments, LP"," ","645 Madison Avenue","17th Floor","New York","NY",10022,"523920", 208521604, ,"Limited Partnership"," "," "," ","Marble Arch Investments, LP-HQ","645 Madison Avenue","17th Floor","New York","NY",10022,10,3,10,3,2335000,"ADD",04/11/2018," "
"PEOUS","DVY","Eagle Energy Brokers, LLC"," ","263 Eleventh Ave","Fifth Floor","New York","NY",10001,"523140", 262769510, ,"Limited Liability Company"," "," "," ","Eagle Energy Brokers, LLC-HQ","263 Eleventh Ave","Fifth Floor","New York","NY",10001,7,2,7,2,1140000,"ADD",04/11/2018," "
"PEOUS","UR0","The Publisher Desk Inc"," ","12 E 49th St","11th Floor","New York","NY",10017,"541511", 208525949, ,"Corporation"," "," "," ","The Publisher Desk Inc-HQ","12 E 49th St","11th Floor","New York","NY",10017,4,3,4,3,568600,"ADD",04/11/2018," "
"PEOUS","UQQ","L.A. Webmaster, Inc."," ","23875 Ventura Boulevard","Suite 204","Calabasas","CA",91302,"541512", 203935981, ,"Corporation"," "," "," ","Remote NY",,,,"NY",,1,0,1,0,62400,"ADD",04/11/2018," "
"PEO03","MRM","Beaumont Management, Co. LLC."," ","9113 Brewerton Road",,"Brewerton","NY",13029,"713910", 208685045, ,"Limited Liability Company"," "," "," ","Brewerton, NY","9113 Brewerton Road",,"Brewerton","NY",13029,5,7,5,7,202842,"ADD",04/11/2018," "
"PEO02","G0Z","Ridgeback Capital Management, LP"," ","75 Ninth Avenue 5th Floor",,"New York","NY",10011,"523920", 421684320, ,"Limited Partnership"," "," "," ","Ridgeback Capital Managemen-HQ","75 Ninth Avenue 5th Floor",,"New York","NY",10011,3,1,3,1,930000,"ADD",04/11/2018," "
"PEO01","HXQ","Reel Media LLC"," ","3400 West Olive Avenue","Suite 320","Burbank","CA",91505,"524210", 471118216, ,"Limited Liability Company"," "," "," ","Remote New York",,,,"NY",,0,1,0,1,115000,"ADD",04/11/2018," "
"PEOUS","TLJ","Medical Capital Resources, LLC"," ","6100 Lake Forest Drive","Suite 104","Atlanta","GA",30328,"446110", 371869059, ,"Corporation"," "," "," ","Brooklyn Chemist","2927 Ave S",,"Brooklyn","NY",11229,1,4,1,4,411490,"ADD",04/11/2018," "
"PEO05","PXO","ALL AIR HVAC LLC"," ","867 EAST 52ND STREET",,"BROOKLYN","NY",11203,"238220", 274079214, ,"Corporation"," "," "," ","ALL AIR HVAC LLC - HQ","867 EAST 52ND STREET",,"BROOKLYN","NY",11203,101,13,101,13,4616509,"ADD",04/11/2018," "
"PEOUS","APS","Turo Inc."," ","667 Mission Street","4th Floor","San Francisco","CA",94105,"488999", 270729479, ,"Corporation"," "," "," ","Remote - NY",,,,"NY",,1,0,1,0,144650,"ADD",04/11/2018," "
"PEOUS","PCY","Hashtag Labs Inc."," ","222 Broadway","19th floor","New York","NY",10038,"541613", 475535179, ,"Corporation"," "," "," ","Hashtag Labs Inc.-HQ","222 Broadway","19th floor","New York","NY",10038,7,4,7,4,999700,"ADD",04/11/2018," "
"PEO01","HQX","SmartSeats, Inc."," ","200 Broadway",,"New York","NY",10038,"519130", 421778744, ,"Corporation"," "," "," ","Seaters, Inc.-HQ","200 Broadway",,"New York","NY",10038,3,1,3,1,353476,"ADD",04/11/2018," "
"PEOUS","DGT","Parkmobile, LLC"," ","1100 Spring Street NW","Suite 200","Atlanta","GA",30309,"511210", 383941930, ,"Limited Liability Company"," "," "," ","Remote NY",,,,"NY",,1,0,1,0,95000,"ADD",04/11/2018," "
"PEO01","D3Y","The Earnest Research Company"," ","121 E 24th St","7th Floor","New York","NY",10010,"541910", 900764746, ,"Corporation"," "," "," ","The Earnest Research Co-HQ","121 E 24th St","7th Floor","New York","NY",10010,43,16,43,16,7771702,"ADD",04/11/2018," "
"PEOUS","TZ2","VKANSEE Technology Inc."," ","315 W 36th St",,"New York","NY",10018,"423610", 472060720, ,"Corporation"," "," "," ","VKANSEE Technology Inc.-HQ","315 W 36th St",,"New York","NY",10018,4,1,4,1,716000,"ADD",04/11/2018," "
"PEOUS","IU1","Sinequa Corp"," ","185 Alewife Brook Parkway","Suite 410","Cambridge","MA",02138,"518210", 465154922, ,"Corporation"," "," "," ","Sinequa Corp HQ","104 West 40th Street","Suite 500","New York","NY",10018,12,5,12,5,2021000,"ADD",04/11/2018," "
"PEO02","ORE","Lovell Minnick Partners Inc."," ","150 N Radnor Chester Rd","A200","Radnor","PA",19087,"523920", 274112785, ,"Corporation"," "," "," ","New York Office","120 W 18th Street","3B","New York","NY",10011,2,3,2,3,1305000,"ADD",04/11/2018," "
"PEOUS","KIW","S2K Financial LLC"," ","777 Third Ave","28th Floor","New York","NY",10017,"541611", 474041165, ,"Limited Liability Company"," "," "," ","S2K Financial LLC-HQ","777 Third Ave","28th Floor","New York","NY",10017,10,1,10,1,1362388,"ADD",04/11/2018," "
"PEOUS","PN0","InsideView Technologies Inc"," ","444 De Haro Street","Suite 210","San Francisco","CA",94107,"518210", 710977226, ,"Corporation"," "," "," ","Remote NY",,,,"NY",,1,1,1,1,197600,"ADD",04/11/2018," "
"PEO01","EBO","Frame Concepts, LLC"," ","1 Little West 12th Street",,"New York","NY",10014,"541511", 273555394, ,"Limited Liability Company"," "," "," ","Frame Concepts-HQ","1 Little West 12th Street",,"New York","NY",10014,1,0,1,0,35100,"ADD",04/11/2018," "
"PEO02","JZL","55 Capital Partners LLC"," ","250 West 55th Street","15th Floor","New York","NY",10019,"523920", 813148817, ,"Limited Liability Company"," "," "," ","55 Capital Partners HQ","250 West 55th Street","15th Floor","New York","NY",10019,3,2,3,2,758000,"ADD",04/11/2018," "
"PEOUS","E5L","ITS Equity Group, Inc."," ","49 Landing Ave","Suite One","Smithtown","NY",11787,"522320", 463541483, ,"Corporation"," "," "," ","ITS Equity-HQ","49 Landing Ave","Suite One","Smithtown","NY",11787,3,1,3,1,164000,"ADD",04/11/2018," "
"PEOUS","M16","Puglisi Moore & Co LTD"," ","135 Bedford Road",,"Armonk","NY",10504,"541211", 134157966, ,"Corporation"," "," "," ","PMG Professional Group-HQ","135 Bedford Road",,"Armonk","NY",10504,10,3,10,3,776812,"ADD",04/11/2018," "
"PEOUS","KZN","Sutton Place Strategies LLC"," ","757 3rd Avenue","20th Floor","New York","NY",10017,"541910", 271084781, ,"Limited Liability Company"," "," "," ","Sutton Place Strategies LLC-HQ","757 3rd Avenue","20th Floor","New York","NY",10017,8,3,8,3,1129000,"ADD",04/11/2018," "
"PEO02","TK0","Jones Road Capital Management, L.P."," ","900 Third Avenue","Suite 201-1","New York","NY",10022,"523920", 822862523, ,"Limited Partnership"," "," "," ","Jones Road Capital Manageme-HQ","900 Third Avenue","Suite 201-1","New York","NY",10022,3,0,3,0,350000,"ADD",04/11/2018," "
"PEOUS","PGG","Collectionzz, Inc"," ","30 Northgate Drive",,"Syosset","NY",11791,"519130", 473481960, ,"Corporation"," "," "," ","Collectionzz, Inc-HQ","30 Northgate Drive",,"Syosset","NY",11791,2,0,2,0,165000,"ADD",04/11/2018," "
"PEO02","GRE","Morvillo, LLP"," ","500 Fifth Ave.","43rd Floor","New York","NY",10110,"541110", 455145644, ,"Limited Liability Partnership"," "," "," ","Morvillo, LLP-HQ","500 Fifth Ave.","43rd Floor","New York","NY",10110,1,0,1,0,115763,"ADD",04/11/2018," "
"PEO02","GKI","Sustainable Insight Capital Management LLC"," ","920 Broadway, 12th Floor",,"New York","NY",10010,"523930", 461602087, ,"Limited Liability Company"," "," "," ","New York NY 10019-4702","1350 AVENUE OF THE AMERICAS ST",,"New York","NY",10019-4702,4,4,4,4,1282500,"ADD",04/11/2018," "
"PEO02","G04","Park Avenue Equity Management, LLC"," ","1 East 52nd Street","3rd Floor","New York","NY",10022,"523920", 134069655, ,"Limited Liability Company"," "," "," ","Park Avenue Equity Manageme-HQ","1 East 52nd Street","3rd Floor","New York","NY",10022,0,2,0,2,155000,"ADD",04/11/2018," "
"PEO01","CU7","SocialSign.in, Inc."," ","248 Route 25A","Suite 24","East Setauket","NY",11733,"541511", 454362053, ,"Corporation"," "," "," ","SocialSign.in Inc HQ","248 Route 25A","Suite 24","East Setauket","NY",11733,2,0,2,0,280000,"ADD",04/11/2018," "
"PEOUS","JL5","PropertyRoom.com, Inc."," ","4650 Wedgewood Blvd","Suite 102","Frederick","MD",21703,"454110", 860962102, ,"Corporation"," "," "," ","NY Processing Center","22 Dubon Court",,"Farmingdale","NY",11735,11,3,11,3,502682,"ADD",04/11/2018," "
"PEOUS","IO8","FPCG, LLC"," ","280 Park Avenue","Tower West 35th Floor","New York","NY",10017,"523920", 680498873, ,"Limited Liability Company"," "," "," ","FocusPoint Private Capital-HQ","280 Park Avenue","Tower West 35th Floor","New York","NY",10017,4,6,4,6,1965000,"ADD",04/11/2018," "
"PEOUS","KY7","BGS Consulting LLC"," ","250 West 90th Street","Suite 8F","New York","NY",10024,"523920", 475112076, ,"Limited Liability Company"," "," "," ","BGS Consulting LLC-HQ","250 West 90th Street","Suite 8F","New York","NY",10024,1,0,1,0,36000,"ADD",04/11/2018," "
"PEOUS","TML","Lynn Parramore, Inc"," ","165 West 20th Street","2C","New York","NY",10011,"711510", 822641340, ,"Corporation"," "," "," ","Lynn Parramore, Inc-HQ","165 West 20th Street","2C","New York","NY",10011,0,1,0,1,60000,"ADD",04/11/2018," "
"PEOUS","S2V","We Believers LLC"," ","110 East 25th Street",,"New York","NY",10010,"541810", 471713947, ,"Limited Liability Company"," "," "," ","We Believers LLC-HQ","110 East 25th Street",,"New York","NY",10010,1,0,1,0,250000,"ADD",04/11/2018," "
"PEOUS","B7I","Redmile Group, LLC"," ","One Letterman Dr","Suite D3300","San Francisco","CA",94129,"523930", 208592298, ,"Limited Liability Company"," "," "," ","New York","529 Fifth Ave 8th Fl","Suite E","New York","NY",10017,2,3,2,3,534952,"ADD",04/11/2018," "
"PEOUS","BT0","Hello Society, LLC"," ","1447 2nd Street","Suite 400","Santa Monica","CA",90401,"519130", 455588147, ,"Limited Liability Company"," "," "," ","New York",,,,"NY",,0,5,0,5,665000,"ADD",04/11/2018," "
"PEO01","HQZ","untapt Inc."," ","225 West 35th Street","11th Floor","New York","NY",10001,"519130", 421777295, ,"Corporation"," "," "," ","untapt Inc.-HQ","225 West 35th Street","11th Floor","New York","NY",10001,7,3,7,3,875800,"ADD",04/11/2018," "
"PEOUS","LJW","NLYH LLC"," ","315 W 36th St","10th Floor","New York","NY",10018,"541219", 462501803, ,"Limited Liability Company"," "," "," ","NLYH LLC - HQ","315 W 36th St","10th Floor","New York","NY",10018,14,4,14,4,1708343,"ADD",04/11/2018," "
"PEOUS","L0M","Manhattan Physical Therapy LLC"," ","276 5th ave","suite 202","New York","NY",10001,"621340", 271183396, ,"Limited Liability Company"," "," "," ","Manhattan Physical Therapy-HQ","276 5th ave","suite 202","New York","NY",10001,0,3,0,3,185360,"ADD",04/11/2018," "
"PEOUS","CJU","Pathmatics, Inc."," ","501 Santa Monica Blvd","Suite 301","Santa Monica","CA",90401,"511210", 275469577, ,"Corporation"," "," "," ","New York Sales Office","261 Madison Ave","9th Floor","New York","NY",10016,0,5,0,5,574000,"ADD",04/11/2018," "
"PEO03","MTK","Asset Campus USA LLC"," ","950 Corbindale Road","Suite 300","Houston","TX",77024,"531311", 472935061, ,"Limited Liability Company"," "," "," ","2083-University Lofts","83 Court Street",,"Binghamton","NY",13901,11,14,11,14,502638,"ADD",04/11/2018," "
"PEOUS","P0T","Advanced Molecular Labs, Inc."," ","101 Main Street 2026",,"East Setauket","NY",11733,"424210", 300762757, ,"Corporation"," "," "," ","Advanced Molecular Labs, In-HQ","101 Main Street 2026",,"East Setauket","NY",11733,1,2,1,2,180051,"ADD",04/11/2018," "
"PEOUS","LIU","Gossip Cop Media, LLC"," ","401 Park Avenue South","10th Floor","New York","NY",10016,"519130", 800397647, ,"Limited Liability Company"," "," "," ","Gossip Cop-HQ","401 Park Avenue South","10th Floor","New York","NY",10016,1,0,1,0,52500,"ADD",04/11/2018," "
"PEOUS","INC","CIRRUS DATA SOLUTIONS INC."," ","6800 Jericho Turnpike","Suite 213W","Syosset","NY",11791,"518210", 800736015, ,"Corporation"," "," "," ","Cirrus Data Solutions, Inc-HQ","6800 Jericho Turnpike","Suite 213W","Syosset","NY",11791,17,2,17,2,2050448,"ADD",04/11/2018," "
"PEOUS","I03","MediQuire, Inc."," ","121 W 27th Street","Suite 903","New York","NY",10001,"519130", 464515942, ,"Corporation"," "," "," ","MediQuire-HQ","121 W 27th Street","Suite 903","New York","NY",10001,8,6,8,6,1690000,"ADD",04/11/2018," "
"PEOUS","SP7","Vanotech LTD."," ","100 Enterprise Drive","Suite 301","Rockaway","NJ",07866,"541613", 371842368, ,"Corporation"," "," "," ","Remote NY",,,,"NY",,1,0,1,0,127500,"ADD",04/11/2018," "
"PEOUS","OMX","Lisnr Inc"," ","920 Race Street","4th Floor","Cincinnati","OH",45202,"519130", 465286262, ,"Corporation"," "," "," ","LISNR c/o R/GA","450 W 33rd Street","12th Floor","New York","NY",10001,1,0,1,0,175000,"ADD",04/11/2018," "
"PEOUS","PAV","Looking Glass Events Group Inc"," ","266 Burns Street",,"Forest Hills","NY",11375,"711320", 473119710, ,"Corporation"," "," "," ","Looking Glass Events Group-HQ","266 Burns Street",,"Forest Hills","NY",11375,0,1,0,1,37830,"ADD",04/11/2018," "
"PEOUS","JHV","POS Supply Solutions, Inc"," ","30 Log Bridge Road","Building 200, Suite 20","Middleton","MA",01949,"454110", 043476537, ,"Corporation"," "," "," ","Remote NY",,,,"NY",,1,0,1,0,91800,"ADD",04/11/2018," "
"PEOUS","MHO","Cornerstone Technologies"," ","1735 N First Street","Suite 110","San Jose","CA",95112,"541512", 208945186, ,"Corporation"," "," "," ","Remote NY",,,,"NY",,1,0,1,0,84000,"ADD",04/11/2018," "
"PEO01","O3A","Smartly.io Solutions, Inc."," ","580 Market Street","2nd FL","San Francisco","CA",94104,"519130", 352551013, ,"Corporation"," "," "," ","New York Office","1441 Broadway","14th Floor","New York","NY",10018,12,7,12,7,2310692,"ADD",04/11/2018," "
"PEO05","RFS","25 VANDERBILT CORPORATION"," ","8 GRAND CENTRAL TERMINAL",,"NEW YORK","NY",10017,"453220", 260690262, ,"Corporation"," "," "," ","PIQ-GCT-HQ","8 GRAND CENTRAL TERMINAL",,"NEW YORK","NY",10017,6,14,6,14,367341,"ADD",04/11/2018," "
"PEO01","KIM","UVNV, Inc"," ","1550 Scenic Avenue","Suite 100","Costa Mesa","CA",92626,"517911", 454829750, ,"Corporation"," "," "," ","New York Office","5-26 46 Avenue",,"Long Island City","NY",11101,11,4,11,4,1219974,"ADD",04/11/2018," "
"PEOUS","I5Z","Concorde Holdings, Inc."," ","87 Round Hill Road",,"Scarsdale","NY",10583,"541611", 133660568, ,"Corporation"," "," "," ","Concorde Holdings, Inc.-HQ","87 Round Hill Road",,"Scarsdale","NY",10583,1,0,1,0,35100,"ADD",04/11/2018," "
"PEO05","QJ9","PALM BEACH POLO INC"," ","11199 POLO CLUB RD",,"WELLINGTON","FL",33414,"713910", 650441551, ,"Corporation"," "," "," ","PALM BEACH POLO - NY LOCATION","223 W 21ST ST. APT 2A",,"NEW YORK","NY",10011,0,1,0,1,27040,"ADD",04/11/2018," "
"PEO02","G00","Freeman/Frazier & Associates, Inc."," ","116 Nassau Street","Office 519","New York","NY",10038,"541990", 133575430, ,"Corporation"," "," "," ","Freeman/Frazier & Associate-HQ","116 Nassau Street","Office 519","New York","NY",10038,2,0,2,0,81900,"ADD",04/11/2018," "
"PEOUS","NQU","Leadership Enterprise for a Diverse America"," ","501 Seventh Avenue","7th Floor","New York","NY",10018,"611710", 331071771, ,"Corporation"," "," "," ","LEDA-HQ","501 Seventh Avenue","7th Floor","New York","NY",10018,3,14,3,14,1122953,"ADD",04/11/2018," "
"PEO01","P6Q","InputTech, Inc."," ","660 4th Street","Suite 659","San Francsico","CA",94107,"541910", 800969705, ,"Corporation"," "," "," ","New York","13 Crosby Street, 2nd Floor",,"New York City","NY",10013,1,0,1,0,138000,"ADD",04/11/2018," "
"PEOUS","OY9","Urgent Consult, Inc."," ","205 E 42nd Street","15th Floor","New York","NY",10017,"518210", 451440862, ,"Corporation"," "," "," ","Brooklyn","760 Parkside Avenue","Suite 216","Brooklyn","NY",11226,1,3,1,3,236000,"ADD",04/11/2018," "
"PEO01","CK1","Reorg Research, Inc."," ","11 E 26th Street","Floor 12","New York","NY",10010,"519130", 461704517, ,"Corporation"," "," "," ","Reorg Research-HQ","11 E 26th Street","Floor 12","New York","NY",10010,39,39,39,39,10236850,"ADD",04/11/2018," "
"PEO01","C5E","Fortress Digital, LLC"," ","53 West 23rd Street","12th Floor","New York","NY",10010,"511210", 461336087, ,"Limited Liability Company"," "," "," ","Fortress Digital-HQ","53 West 23rd Street","12th Floor","New York","NY",10010,43,20,43,20,6966232,"ADD",04/11/2018," "
"PEO02","G4C","Cornerstone Group Real Estate Services LLC"," ","1384 Broadway","Suite 1904","New York","NY",10018,"531210", 262830766, ,"Limited Liability Company"," "," "," ","Cornerstone Group Real Esta-HQ","1384 Broadway","Suite 1904","New York","NY",10018,3,2,3,2,206400,"ADD",04/11/2018," "
"PEOUS","THB","Alpha Group Capital LLC"," ","142 W 57th St","11th Floor","New York","NY",10019,"523930", 822305434, ,"Corporation"," "," "," ","Alpha Group Capital LLC-HQ","142 W 57th St","11th Floor","New York","NY",10019,1,0,1,0,23660,"ADD",04/11/2018," "
"PEOUS","KC9","Jet Rebellion, Inc."," ","55 E Monroe","Suite 3800","Chicago","IL",60603,"518210", 472707182, ,"Corporation"," "," "," ","NY Office","921 Port Washington Blvd","Suite 1","Port Washington","NY",11050,2,0,2,0,50000,"ADD",04/11/2018," "
"PEO02","GK4","Seven Eight Capital, LP"," ","460 Park Avenue","18th Floor","New York","NY",10022,"551112", 811493633, ,"Limited Partnership"," "," "," ","Seven Eight Capital, LP-HQ","460 Park Avenue","18th Floor","New York","NY",10022,10,0,10,0,1537000,"ADD",04/11/2018," "
"PEOUS","L46","SpecialNeedsWare, Inc."," ","60 Park Place","Suite 504","Newark","NJ",07102,"511210", 464409053, ,"Corporation"," "," "," ","New York Office","344 W 38th St","Room 502","New York","NY",10018,1,0,1,0,25000,"ADD",04/11/2018," "
"PEO01","DAM","Investis Inc."," ","12 East 49th St",,"New York","NY",10017,"519130", 421774810, ,"Corporation"," "," "," ","Investis-HQ","12 East 49th St",,"New York","NY",10017,9,9,9,9,2348650,"ADD",04/11/2018," "
"PEOUS","TXE","Neota Logic Inc."," ","60 East 42nd Street","Suite 1810","New York","NY",10165,"541511", 273830819, ,"Corporation"," "," "," ","Neota Logic Inc.-HQ","60 East 42nd Street","Suite 1810","New York","NY",10165,10,5,10,5,1876600,"ADD",04/11/2018," "
"PEOUS","E9E","Waverly Capital LLC"," ","41 E 11th Street","9th Floor","New York","NY",10003,"814110", 352465279, ,"Limited Liability Company"," "," "," ","Waverly Capital LLC-HQ","41 E 11th Street","9th Floor","New York","NY",10003,0,3,0,3,250000,"ADD",04/11/2018," "
"PEOUS","OYU","Helmandi Chiropractic"," ","405 Lexington Avenue","26th Floor","New York","NY",10174,"621310", 811147791, ,"Corporation"," "," "," ","Bushra Helmandi-HQ","405 Lexington Avenue","26th Floor","New York","NY",10174,0,2,0,2,74360,"ADD",04/11/2018," "
"PEOUS","T01","Entertainment ID Registry Association"," ","544 Hillside Road",,"Redwood City","CA",94062,"813910", 273656360, ,"Corporation"," "," "," ","Remote NY",,,,"NY",,1,0,1,0,160000,"ADD",04/11/2018," "
"PEOUS","UKW","Benefit Harbor Insurance Services LLC"," ","5445 Legacy Drive","Suite 250","Plano","TX",75024,"524292", 451797673, ,"Corporation"," "," "," ","Remote NY",,,,"NY",,0,1,0,1,103000,"ADD",04/11/2018," "
