"ny_dbl_record_id","pf_corp","company","legal_name","dba_name","company_address1","company_address2","company_city","company_state","company_zip","naics","federal_ein","state_dol","legal_status","client_phone","client_fax","email_addr","filing_descr","location_address1","location_address2","location_city","location_state","location_zip","dbl_males","dbl_females","pfl_males","pfl_females","covered_annual_payroll","status","status_date","cancel_reason"
4970,PEO02,GAA,"Eachwin Capital, LP", ,"135 E 57th Street","14th Floor",New York,NY,"10022","523930", 271731608, ,Limited Partnership, , , ,"Eachwin Capital, LP-HQ","135 E 57th Street","14th Floor",New York,NY,"10022",17,13,17,13,2157880,ADD,2018-01-23, 
4971,PEOUS,OSE,"Run It By Byrd, Inc.", ,"25 East 63rd Street",Unit 4,New York,NY,"10065","541512", 383810083, ,Corporation, , , ,"Run It By Byrd, Inc.-HQ","25 East 63rd Street",Unit 4,New York,NY,"10065",0,1,0,1,35100,CANCEL,2018-01-23,Client's Request
4972,PEOUS,IBT,Also Energy Inc, ,"5400 Airport Boulevard",Suite 100,Boulder,CO,"80301","541512", 275365216, ,Corporation, , , ,Remote NY,null,null,null,NY,null,1,0,1,0,87200,ADD,2018-01-23, 
4973,PEOUS,IYQ,"IFG CAPITAL MANAGEMENT, L.L.C.", ,"420 Lexington Avenue",STE 1718,New York,NY,"10170","523920", 462950652, ,Limited Liability Company, , , ,IFG Capital Management LLC-HQ,"420 Lexington Avenue",STE 1718,New York,NY,"10170",5,1,5,1,230625,ADD,2018-01-23, 
4976,PEOUS,OAP,Connect PR Corp, ,"888 South Figueroa Street",Suite 1000,Los Angeles,CA,"90017","541820", 270427879, ,Corporation, , , ,New York,"54 West 40th Street","6th Floor",New York,NY,"10018",2,7,2,7,523840,ADD,2018-01-23, 
4977,PEOUS,NOD,BRX Global LP, ,"17 State Street","40th Floor",New York,NY,"10004","523920", 812431560, ,Limited Partnership, , , ,BRX Global-HQ,"17 State Street","40th Floor",New York,NY,"10004",3,0,3,0,220200,ADD,2018-01-23, 
4978,PEOUS,BQP,"Tonx, Inc.", ,"1742 Lucretia Ave",null,Los Angeles,CA,"90026","454111", 452554859, ,Corporation, , , ,Remote NY,null,null,null,NY,null,1,0,1,0,110000,CANCEL,2018-01-23,Client's Request
4979,PEOUS,HPG,"Primary Kids, Inc.", ,"304 Park Ave S",Suite 207,New York,NY,"10010","519130", 465309174, ,Corporation, , , ,"Primary Kids, Inc.-HQ","304 Park Ave S",Suite 207,New York,NY,"10010",27,37,27,37,7140310,ADD,2018-01-23, 
4980,PEOUS,SLX,"Barking Labs, Inc.", ,"74 Irving Place",Apt 2A,New York,NY,"10003","511210", 820620257, ,Corporation, , , ,"Barking Labs, Inc.-HQ","74 Irving Place",Apt 2A,New York,NY,"10003",3,0,3,0,290000,ADD,2018-01-23, 
4981,PEOUS,T3Q,"Revelry Eleven, LLC", ,"180 Varick St",Unit 1230,New York,NY,"10014","541611", 821992177, ,Corporation, , , ,"Revelry Eleven, LLC-HQ","180 Varick St",Unit 1230,New York,NY,"10014",0,2,0,2,195000,ADD,2018-01-23, 
4982,PEOUS,HM1,"Interrelate Group, LLC", ,"120 Broadway",Suite 1540,New York,NY,"10271","531210", 464649567, ,Limited Liability Company, , , ,Interrelate Group LLC-HQ,"120 Broadway",Suite 1540,New York,NY,"10271",7,2,7,2,648545,ADD,2018-01-23, 
4983,PEOUS,TNV,Right This Way Corp, ,"1441 Broadway",Suite 3012,New York,NY,"10018","541611", 473318935, ,Corporation, , , ,Right This Way Corp-HQ,"1441 Broadway",Suite 3012,New York,NY,"10018",7,1,7,1,632469,ADD,2018-01-23, 
4984,PEOUS,IS9,"ForNova, Inc.", ,"115 West 18th St","Suite #2005, 2nd floor",New York,NY,"10011","519130", 331230159, ,Corporation, , , ,"ForNova, Inc.-HQ","115 West 18th St","Suite #2005, 2nd floor",New York,NY,"10011",6,0,6,0,583000,ADD,2018-01-23, 
4985,PEO02,G6R,"Centre Partners Management, LLC", ,"825 Third Avenue","40th Floor",New York,NY,"10022","523920", 133866630, ,Limited Liability Company, , , ,"Centre Partners Management,-HQ","825 Third Avenue","40th Floor",New York,NY,"10022",27,14,27,14,4519242,ADD,2018-01-23, 
4986,PEO02,GU8,Armistice Capital LLC, ,"510 Madison Ave","22nd Floor",New York,NY,"10022","523920", 455180188, ,Limited Liability Company, , , ,Armistice Capital LLC-HQ,"510 Madison Ave","22nd Floor",New York,NY,"10022",12,2,12,2,2484000,ADD,2018-01-23, 
4987,PEOUS,BTL,"12Twenty, Inc.", ,"725 Arizona Avenue",Suite 103,Santa Monica,CA,"90401","511210", 455571829, ,Corporation, , , ,Remote NY,null,null,null,NY,null,1,0,1,0,90000,ADD,2018-01-23, 
4988,PEOUS,E8K,"sovrn Holdings, Inc.", ,"1750 29th Street",Suite 2036,Boulder,CO,"80301","519130", 464307559, ,Corporation, , , ,Remote NY,null,null,null,NY,null,0,2,0,2,205200,CANCEL,2018-01-23,Client's Request
4989,PEOUS,"61N",Veotag, ,"1040 Avenue of Americas","24th floor",New York,NY,"10018","541519", 204439024, ,Corporation, , , ,Veotag-HQ,"1040 Avenue of Americas","24th floor",New York,NY,"10018",5,0,5,0,297075,CANCEL,2018-01-23,Client's Request
4990,PEOUS,SXN,Lynx Analytics Inc, ,"60 Broad Street",Suite 3502,New York,NY,"10004","518210", 352564904, ,Corporation, , , ,Lynx Analytics Inc-HQ,"60 Broad Street",Suite 3502,New York,NY,"10004",1,0,1,0,120000,ADD,2018-01-23, 
4991,PEOUS,"4KW",Verix Inc., ,"339 South San Antonio Rd.",Suite 2G,Los Altos,CA,"94022","541511", 421647829, ,Corporation, , , ,Verix Inc.-Remote NY,"201 East 86th St",null,New York,NY,"10028",1,0,1,0,110000,CANCEL,2018-01-23,Client's Request
4992,PEOUS,I0F,idio Inc, ,"214 West 39th Street",Suite 603A 6th Floor,New York,NY,"10018","518210", 463874028, ,Corporation, , , ,idio Inc-HQ,"214 West 39th Street",Suite 603A 6th Floor,New York,NY,"10018",21,8,21,8,2795000,ADD,2018-01-23, 
4993,PEO01,CXR,Peatix Inc., ,"3537 36th Street",null,Astoria,NY,"11106","561599", 453746616, ,Corporation, , , ,Peatix Inc.-HQ,"3537 36th Street",null,Astoria,NY,"11106",9,8,9,8,1412440,ADD,2018-01-23, 
4994,PEOUS,C6F,StartOut, ,"1001 Avenue of The Americas",c/o The Social Edge Fl 14,New York,NY,"10018","813910", 264634162, ,Corporation, , , ,StartOut-HQ,"1001 Avenue of The Americas",c/o The Social Edge Fl 14,New York,NY,"10018",4,1,4,1,405000,ADD,2018-01-23, 
4995,PEOUS,DVW,"Zinio, LLC", ,"575 Lexington Ave","17th Floor",New York,NY,"10022","519130", 273382922, ,Limited Liability Company, , , ,NY Office - HQ,"575 Lexington Avenue","17th Floor",New York,NY,"10022",31,30,31,30,5993724,ADD,2018-01-23, 
4996,PEOUS,AMV,"Voalte, Inc.", ,"5101 Fruitville Road",null,Sarasota,FL,"34232","541511", 263735176, ,Corporation, , , ,KIRBY,null,null,null,NY,null,2,1,2,1,245600,CANCEL,2018-01-23,Client's Request
4997,PEOUS,OP3,Exante Data LLC, ,"79 Madison Avenue",null,New York,NY,"10016","518210", 810866149, ,Limited Liability Company, , , ,Exante Data-HQ,"79 Madison Avenue",null,New York,NY,"10016",4,0,4,0,445000,ADD,2018-01-23, 
4998,PEO02,M4T,Masttro US, ,"56 Crosby Street, # 4A",null,NY,NY,"10012","523920", 473962009, ,Corporation, , , ,HQ,"56 Crosby Street, # 4A",null,New York,NY,"10012",0,3,0,3,795000,ADD,2018-01-23, 
4999,PEO01,C4A,OCP Collective Corp., ,"110 5th Avenue","5th Floor",New York,NY,"10011","541511", 453726003, ,Corporation, , , ,OCP Collective-HQ,"110 5th Avenue","5th Floor",New York,NY,"10011",18,5,18,5,1758395,CANCEL,2018-01-23,Client's Request
5000,PEOUS,"3HQ",null, ,"180 Varick Street-8th Floor",Suite of Furman & Furman,New York,NY,"10014","511140", 742960161, ,Corporation, , , ,iBaya.com-HQ,"180 Varick Street-8th Floor",Suite of Furman & Furman,New York,NY,"10014",1,0,1,0,50000,CANCEL,2018-01-23,Client's Request
5001,PEOUS,"7SM",S2N Media Inc., ,"17 River St 3rd Fl",null,Warwick,NY,"10990","541820", 133985159, ,Corporation, , , ,S2N Media Inc.-HQ,"17 River St 3rd Fl",null,Warwick,NY,"10990",2,3,2,3,218372,CANCEL,2018-01-23,Client's Request
5002,PEOUS,BEJ,"Savage River, Inc.", ,"1325 E El Segundo Boulevard",null,El Segundo,CA,"90245","311224", 264087597, ,Corporation, , , ,Remote NY,null,null,null,NY,null,0,2,0,2,134000,ADD,2018-01-23, 
5003,PEOUS,NNJ,Brookway Capital Management LP, ,"825 Third Avenue","31st Floor",New York,NY,"10022","523930", 813003403, ,Limited Partnership, , , ,Brookway Capital Management-HQ,"825 Third Avenue","31st Floor",New York,NY,"10022",3,1,3,1,800000,CANCEL,2018-01-23,Client's Request
5004,PEOUS,I6I,"CJM RISK, LLC", ,"3333 New Hyde Park Road",Suite 409,New Hyde Park,NY,"11042","524210", 461076837, ,Corporation, , , ,"CJM RISK, LLC-HQ","3333 New Hyde Park Road",Suite 409,New Hyde Park,NY,"11042",2,0,2,0,66300,CANCEL,2018-01-23,Client's Request
5005,PEO02,G6N,A.P. Management Co LLC, ,"360 Madison Avenue","20th Floor",New York,NY,"10017","523920", 133888927, ,Limited Liability Company, , , ,A.P. Management Co LLC-HQ,"360 Madison Avenue","20th Floor",New York,NY,"10017",16,18,16,18,6332110,ADD,2018-01-23, 
5036,PEOUS,SCH,"Charles Viancin, Inc.", ,"401 Park Avenue",Suite 832,New York,NY,"10016","423220", 811806369, ,Corporation, , , ,"Charles Viancin, Inc.-HQ","401 Park Avenue",Suite 832,New York,NY,"10016",4,0,4,0,450000,ADD,2018-01-23, 
5006,PEO01,CEC,"STRYP Capital Management, LLC", ,"800 3rd Avenue","37th Floor Lions Path",New York,NY,"10022","525910", 461326674, ,Limited Liability Company, , , ,"STRYP Capital Management, L-HQ","800 3rd Avenue","37th Floor Lions Path",New York,NY,"10022",2,0,2,0,24960,CANCEL,2018-01-23,Client's Request
5007,PEOUS,KKC,Madison 1657 Realty LLC, ,"1657 Broadway",null,New York,NY,"10019","531311", 205383084, ,Limited Liability Company, , , ,Madison Realty-HQ,"1657 Broadway",null,New York,NY,"10019",3,0,3,0,150110,ADD,2018-01-23, 
5008,PEOUS,MBW,Future Workplace LLC, ,"205 E 42ND ST",FLOOR 20,New York,NY,"10017","541611", 270775650, ,Limited Liability Company, , , ,Future Workplace-HQ,"205 E 42ND ST",FLOOR 20,New York,NY,"10017",4,0,4,0,155560,ADD,2018-01-23, 
5009,PEO01,CSL,"ValueStream, LLC", ,"349 5th Avenue",null,New York,NY,"10016","541611", 462464278, ,Limited Liability Company, , , ,ValueStream Labs-HQ,"349 5th Avenue",null,New York,NY,"10016",4,0,4,0,365000,ADD,2018-01-23, 
5010,PEO02,FZ7,"Jose Cuervo International, Inc.", ,"90 Merrick Avenue",Suite 515,East Meadow,NY,"11554","541890", 742573415, ,Corporation, , , ,GARDEN CITY NY 11530-5942,"401 FRANKLIN AVE STE 211",null,GARDEN CITY,NY,"11530-5942",5,3,5,3,824634,ADD,2018-01-23, 
5011,PEOUS,SP3,"Fogarty & Klein, Inc.", ,"1800 West Loop South",Suite 2001,Houston,TX,"77027","541810", 742113531, ,Corporation, , , ,Remote NY,null,null,null,NY,null,0,2,0,2,205000,ADD,2018-01-23, 
5012,PEOUS,SRO,"Charity Global, Inc.", ,"40 Worth Street",Suite 330,New York,NY,"10013","813319", 223936753, ,Corporation, , , ,charity: water HQ,"40 Worth Street",Suite 330,New York,NY,"10013",23,48,23,48,6592471,ADD,2018-01-23, 
5013,PEOUS,"56K",LogicalApps, ,"15420 Laguna Canyon Road",Suite 150,Irvine,CA,"92618","541511", 330940014, ,Corporation, , , ,LogicalApps-Office NY,"242 W. 36th St","4th Floor",New York,NY,"10018",15,9,15,9,2340244,CANCEL,2018-01-23,Client's Request
5014,PEOUS,"62P","TJet Technologies, Inc.", ,"7015 Gateway Blvd",null,Newark,CA,"94560","541713", 261293445, ,Corporation, , , ,Remote NY,null,null,null,NY,null,1,0,1,0,87228,ADD,2018-01-23, 
5015,PEO02,G1M,"Perceptive Advisors, LLC", ,"51 Astor Place, 10th Floor",null,New York,NY,"10003","523920", 522291758, ,Limited Liability Company, , , ,"Perceptive Advisors, LLC-HQ","51 Astor Place, 10th Floor",null,New York,NY,"10003",17,5,17,5,3785000,ADD,2018-01-23, 
5016,PEOUS,ANJ,Redkite LLC, ,"115 W 27th Street","8th Floor",New York,NY,"10001","541512", 270560004, ,Limited Liability Company, , , ,Redkite LLC-HQ,"115 W 27th Street","8th Floor",New York,NY,"10001",37,12,37,12,5399883,CANCEL,2018-01-23,Client's Request
5017,PEO01,D4B,"Apos US Management, Inc.", ,"708 3rd Avenue",Suite 300,New York,NY,"10017","339113", 760850980, ,Corporation, , , ,Apos-HQ,"708 3rd Avenue",Suite 300,New York,NY,"10017",19,29,19,29,4398170,ADD,2018-01-23, 
5018,PEOUS,E3G,Bookalokal Inc., ,"123 West 20th Street",Suite 5W,New York,NY,"10011","519130", 461412345, ,Corporation, , , ,Bookalokal-HQ,"123 West 20th Street",Suite 5W,New York,NY,"10011",6,10,6,10,773420,ADD,2018-01-23, 
5019,PEOUS,"4C3",Housing Partnership Dev. Corp., ,"450 7th Avenue","24th Floor",New York,NY,"10123","813319", 133202014, ,Corporation, , , ,Housing Partnership Dev. Co-HQ,"450 7th Avenue","24th Floor",New York,NY,"10123",5,11,5,11,1105216,CANCEL,2018-01-23,Client's Request
5020,PEO02,G6Z,"Marujupu, LLC", ,"620 8th Avenue, 16th Floor",null,New York,NY,"10018","523920", 133922148, ,Limited Liability Company, , , ,"Marujupu, LLC-HQ","620 8th Avenue, 16th Floor",null,New York,NY,"10018",1,4,1,4,395121,ADD,2018-01-23, 
5021,PEOUS,"6LU","IDIS, Inc.", ,"790 Township Line Rd",Suite 120,Yardley,PA,"19067","424210", 711048084, ,Corporation, , , ,Idis Inc - Remote NY,null,null,null,NY,null,0,1,0,1,102708,CANCEL,2018-01-23,Client's Request
5022,PEOUS,BXA,Wako Life Sciences Inc., ,"1025 Terra Bella Ave",Suite A,Mountain View,CA,"94043","541711", 455391799, ,Corporation, , , ,Remote NY,null,null,null,NY,null,1,0,1,0,93852,CANCEL,2018-01-23,Client's Request
5023,PEOUS,HVU,"LIRAOC Rheumatology, PC", ,"500 West Main Street",Suite 110,Babylon,NY,"11702","621111", 471419418, ,Corporation, , , ,Long Island Regional Arthri-HQ,"500 West Main Street",Suite 110,Babylon,NY,"11702",5,28,5,28,2515254,ADD,2018-01-23, 
5024,PEOUS,K9C,"495 Communications LLC.", ,"175 Varick St",Suite 610,NY,NY,"10014","519130", 261703942, ,Limited Liability Company, , , ,"495 Communications LLC.-HQ","175 Varick St",Suite 610,New York,NY,"10014",4,7,4,7,872160,ADD,2018-01-23, 
5025,PEOUS,"7J4",Simulscribe LLC, ,"110 E 59th St 27th Fl",null,New York,NY,"10022","541511", 203849899, ,Limited Liability Company, , , ,Simulscribe LLC-HQ,"110 E 59th St 27th Fl",null,New York,NY,"10022",1,1,1,1,145000,CANCEL,2018-01-23,Client's Request
5026,PEOUS,"8HA",Cosmo International Corp, ,"1341 West Newport Center Dr",null,Deerfield Beach,FL,"33442","325998", 650657389, ,Corporation, , , ,NY NYC,"185 Madison Ave Suite 1500",null,New York,NY,"10016",4,35,4,35,4642396,ADD,2018-01-23, 
5027,PEO01,J0S,"David Tarlow & Co., C.P.A., P.C.", ,"7 Penn Plaza",Suite 210,New York,NY,"10001","541211", 133587163, ,Corporation, , , ,Tarlow & Co CPA-HQ,"7 Penn Plaza",Suite 210,New York,NY,"10001",29,19,29,19,5487720,ADD,2018-01-23, 
5028,PEOUS,"6EH",One Medical Group P.C., ,P.O. Box 26170,null,San Francisco,CA,"94126","621111", 270243800, ,Corporation, , , ,NY One Medical-Office NY,"489 Fifth Avenue, 3rd Floor",null,New York,NY,"10017",8,18,8,18,3205229,CANCEL,2018-01-23,Client's Request
5029,PEO02,GPC,"Stripes Group, LLC", ,"402 W 13th St",null,New York,NY,"10014","523920", 421598762, ,Limited Liability Company, , , ,"Stripes Group, LLC-HQ","402 W 13th St",null,New York,NY,"10014",35,34,35,34,11806080,ADD,2018-01-23, 
5030,PEO03,MNP,Facsimile Communications Ind. Inc., ,"dba Atlantic, Tomorrows Office","134 W. 26th Street, 3rd Floor",New York,NY,"10001","532420", 131947545, ,Corporation, , , ,"New York, NY","134 W. 26th Street, 3rd Floor",null,New York,NY,"10001",316,93,316,93,24661497,ADD,2018-01-23, 
5031,PEO01,CDJ,Sachem Head Capital Management LP, ,"250 West 55th Street","34th Floor",New York,NY,"10019","523920", 800872416, ,Limited Partnership, , , ,Sachem Head Capital Managem-HQ,"250 West 55th Street","34th Floor",New York,NY,"10019",16,10,16,10,4218000,ADD,2018-01-23, 
5032,PEOUS,TG4,Round Table Capital Management LLC, ,"126 E 56th Street","9th Floor",New York,NY,"10022","523930", 352607015, ,Corporation, , , ,Round Table Capital Managem-HQ,"126 E 56th Street","9th Floor",New York,NY,"10022",3,1,3,1,855000,ADD,2018-01-23, 
5033,PEO01,DQ8,Tetrus Corp., ,"197 Route 18 South",Suite 225,East Brunswick,NJ,"08816","541611", 050531974, ,Corporation, , , ,Remote NY,null,null,null,NY,null,1,1,1,1,181522,CANCEL,2018-01-23,Client's Request
5034,PEO01,IED,"Digital Tonic, LLC", ,"151 W Walters Street",null,Lewisville,TX,"75057","541511", 262581897, ,Limited Liability Company, , , ,Remote NY,null,null,null,NY,null,2,6,2,6,733050,ADD,2018-01-23, 
5035,PEOUS,TAE,"Foundation for a Smoke-Free World, Inc.", ,"575 5th Ave","14th Floor",New York,NY,"10017","813319", 822800838, ,Corporation, , , ,Foundation for a Smoke-Free-HQ,"575 5th Ave","14th Floor",New York,NY,"10017",4,4,4,4,2203000,ADD,2018-01-23, 
5037,PEO01,DHM,Placemeter INC, ,"425 Broadway","4th floor",New York,NY,"10013","511210", 463891389, ,Corporation, , , ,Placemeter-HQ,"425 Broadway","4th floor",New York,NY,"10013",24,11,24,11,3052440,CANCEL,2018-01-23,Client's Request
5038,PEO01,P0S,Access Layers US Inc, ,"85 Broad Street",null,New York,NY,"10004","511210", 800847016, ,Corporation, , , ,HQ NY Office,"401 Park Avenue South",null,New York,NY,"10016",1,0,1,0,130000,ADD,2018-01-23, 
5039,PEOUS,M2F,"Popwallet, Inc.", ,"1460 Broadway",null,New York,NY,"10036","519130", 474618325, ,Corporation, , , ,"Popwallet, Inc.-HQ","1460 Broadway",null,New York,NY,"10036",3,2,3,2,585100,CANCEL,2018-01-23,Client's Request
5040,PEOUS,NJR,Yorkbridge Wealth Partners LLC, ,"80 Broad Street",Suite 1701,New York,NY,"10004","523930", 812859118, ,Limited Liability Company, , , ,Yorkbridge Wealth Partners -HQ,"80 Broad Street",Suite 1701,New York,NY,"10004",4,7,4,7,486320,ADD,2018-01-23, 
5041,PEOUS,B25,GTESS Corporation, ,"2435 N. Central Expwy",Suite 500,Richardson,TX,"75080","518210", 752348143, ,Corporation, , , ,Remote NY,null,null,null,NY,null,1,0,1,0,125000,CANCEL,2018-01-23,Client's Request
5042,PEOUS,C2E,"Montage Studio, Inc.", ,"3567 Benton Street",Suite 246,Santa Clara,CA,"95051","511210", 460896070, ,Corporation, , , ,"Remote - Brooklyn, New York",null,null,null,NY,null,1,0,1,0,80000,CANCEL,2018-01-23,Client's Request
5043,PEOUS,SZ2,"Radish Media, Inc.", ,"335 Madison Avenue","3rd Floor",New York,NY,"10017","511210", 811062010, ,Corporation, , , ,Radish Fiction-HQ,"335 Madison Avenue","3rd Floor",New York,NY,"10017",1,4,1,4,309900,ADD,2018-01-23, 
5044,PEOUS,CPC,"Pete Fowler Construction Services, Inc.", ,"905 Calle Amanecer",Suite 250,San Clemente,CA,"92673","541330", 330690564, ,Corporation, , , ,Remote NY,null,null,null,NY,null,0,1,0,1,43680,ADD,2018-01-23, 
5045,PEO01,NJ4,Onduo LLC, ,"55 Chapel Street",Suite 10,Newton,MA,"02458","334111", 811629723, ,Limited Liability Company, , , ,Remote NY,null,null,null,NY,null,0,1,0,1,250000,ADD,2018-01-23, 
5046,PEOUS,SJ3,"SpringWorks Therapeutics Operating Company, PBC", ,"575 5th Avenue","16th Floor",New York,NY,"10017","541714", 821808702, ,Corporation, , , ,SpringWorks Therapeutics HQ,"575 5th Avenue","16th Floor",New York,NY,"10017",4,2,4,2,1545000,ADD,2018-01-23, 
5047,PEO01,CK0,CounselWorks LLC, ,"477 Madison Ave",Suite 740,New York,NY,"10022","541110", 208367069, ,Limited Liability Company, , , ,CounselWorks LLC-HQ,"477 Madison Ave",Suite 740,New York,NY,"10022",14,24,14,24,3480100,CANCEL,2018-01-23,Client's Request
5048,PEOUS,CFH,"Breakthrough Behavioral, Inc.", ,"702 Marshall Street",Suite 340,Redwood City,CA,"94063","511210", 270474230, ,Corporation, , , ,Remote NY,null,null,null,NY,null,0,1,0,1,125000,CANCEL,2018-01-23,Client's Request
5049,PEO01,BG0,Cacao Holdings LLC, ,"218 Conover St.",null,Brooklyn,NY,"11231","311351", 273527996, ,Limited Liability Company, , , ,Cacao Holdings LLC-HQ,"218 Conover St.",null,Brooklyn,NY,"11231",39,20,39,20,2483566,ADD,2018-01-23, 
5050,PEO02,GA0,"Avista Capital Holdings, LP", ,"65 East 55th Street","18th Floor",New York,NY,"10022","523930", 203345897, ,Limited Partnership, , , ,"Avista Capital Holdings, LP-HQ","65 East 55th Street","18th Floor",New York,NY,"10022",33,23,33,23,9078048,ADD,2018-01-23, 
5051,PEOUS,"3VD",null, ,"1 Delaware Dr.",null,Salem,NH,"03079","561422", 043373226, ,Corporation, , , ,On Call Internat'l-Remote NY,null,null,null,NY,null,0,1,0,1,25000,CANCEL,2018-01-23,Client's Request
5052,PEO02,GAR,"D Cubed Group, LLC", ,"590 Madison Ave",Floor 21,New York,NY,"10022","523920", 273955118, ,Limited Liability Company, , , ,"D Cubed Group, LLC-HQ","590 Madison Ave",Floor 21,New York,NY,"10022",11,6,11,6,1727562,ADD,2018-01-23, 
5053,PEOUS,"69P","Bonobos, Inc.", ,"45 West 25th St.","5th Floor",New York,NY,"10010","448150", 260859495, ,Corporation, , , ,"Bonobos, Inc.-HQ","45 West 25th St","5th Floor",New York,NY,"10010",227,242,227,242,33449578,CANCEL,2018-01-23,Client's Request
5054,PEOUS,"6NC",P&C Claims Inc., ,"55 Broadway","One Exchange Place, 30th Floor",New York,NY,"10006","541511", 271403836, ,Corporation, , , ,P&C Claims Inc.-HQ,"55 Broadway","One Exchange Place, 30th Floor",New York,NY,"10006",1,0,1,0,88500,CANCEL,2018-01-23,Client's Request
5055,PEOUS,"4RS","PowerReviews, Inc.", ,"22 4th St",Suite 600,San Francisco,CA,"94103","541511", 900263261, ,Corporation, , , ,PowerReviews- New York,null,null,null,NY,null,1,0,1,0,84870,CANCEL,2018-01-23,Client's Request
5056,PEOUS,S9H,"Tigernet Systems, Inc", ,"3 Landmark Square",Suite 600,Stamford,CT,"06901","541512", 061476403, ,Corporation, , , ,New York Office,"13 West 36th Street",null,New York,NY,"10018",10,1,10,1,654012,ADD,2018-01-23, 
5057,PEO01,D20,YPlan Inc., ,"120 E 23rd",Ste 5066,New York,NY,"10010","511210", 331227060, ,Corporation, , , ,YPlan Inc.-HQ,"120 E 23rd",Ste 5066,New York,NY,"10010",15,19,15,19,2047187,CANCEL,2018-01-23,Client's Request
5058,PEO02,G5R,"Manatuck Hill Partners, LLC", ,"1465 Post Road East",null,Westport,CT,"06880","523920", 264540925, ,Limited Liability Company, , , ,NEW YORK NY 10022,"350 PARK AVENUE","27TH FL",NEW YORK,NY,"10022",7,3,7,3,1065000,ADD,2018-01-23, 
5059,PEOUS,TCP,"WellnessWorks at Trinity Centre, LLC", ,"115 Broadway",Suite 1800,New York,NY,"10006","531120", 821333076, ,Corporation, , , ,WellnessWorks at Trinity Ce-HQ,"115 Broadway",Suite 1800,New York,NY,"10006",0,2,0,2,75000,ADD,2018-01-23, 
5060,PEOUS,SMI,Pair a Dice Projects Inc, ,"124 Allen Street",Suite 2B,New York,NY,"10002","541613", 813125989, ,Corporation, , , ,Pair a Dice Projects Inc-HQ,"124 Allen Street",Suite 2B,New York,NY,"10002",1,0,1,0,40950,ADD,2018-01-23, 
5061,PEOUS,MKP,"Tower West Livery Center, LLC", ,"35 West 170th Street",null,Bronx,NY,"10452","441110", 204904375, ,Limited Liability Company, , , ,"Tower West Livery Center, L-HQ","35 West 170th Street",null,Bronx,NY,"10452",2,3,2,3,855200,ADD,2018-01-23, 
5062,PEOUS,UGO,Willowick Properties LLC, ,"29 West 26th Street",Floor 6,New York,NY,"10010","531390", 463093159, ,Corporation, , , ,Willowick Properties LLC-HQ,"29 West 26th Street",Floor 6,New York,NY,"10010",1,3,1,3,251178,ADD,2018-01-23, 
5063,PEOUS,JPZ,Squint Metrics LLC, ,"640 West 28th Street","9th Floor",New York,NY,"10001","541613", 814126218, ,Limited Liability Company, , , ,Squint Metrics LLC-HQ,"640 West 28th Street","9th Floor",New York,NY,"10001",36,26,36,26,6933830,ADD,2018-01-23, 
5064,PEOUS,TXY,Volcano Capital Management LLC, ,"3 Columbus Circle","15th Floor",New York,NY,"10019","523910", 463156832, ,Corporation, , , ,Volcano Capital Management -HQ,"3 Columbus Circle","15th Floor",New York,NY,"10019",2,0,2,0,335000,ADD,2018-01-23, 
5065,PEOUS,"4UF",COMPLETE GENOMICS INC., ,"2071 Stierlin Court, Suite 100",null,Mountain View,CA,"94043","541711", 203226545, ,Corporation, , , ,COMPLETE GENOMICS-Remote NY,null,null,null,NY,null,0,1,0,1,150000,CANCEL,2018-01-23,Client's Request
5066,PEOUS,D44,Doctor Evidence, ,"301 Arizona Avenue",Suite 301,Santa Monica,CA,"90401","519130", 201257575, ,Corporation, , , ,Remote NY,null,null,null,NY,null,3,2,3,2,556006,ADD,2018-01-23, 
5067,PEO02,GXN,East Lodge Capital Management (USA) LP, ,"2 Fairview Court",null,Scarsdale,NY,"10583","523920", 471448324, ,Limited Partnership, , , ,East Lodge Capital Manageme-HQ,"2 Fairview Court",null,Scarsdale,NY,"10583",1,0,1,0,1,ADD,2018-01-23, 
5068,PEOUS,C1P,Fuoco Group LLP, ,"200 Parkway Drive South",Suite 302,Hauppauge,NY,"11788","541211", 200268717, ,Limited Liability Partnership, , , ,Fuoco Group-New York-HQ,"200 Parkway Drive South",Suite 302,Hauppauge,NY,"11788",43,53,43,53,5656395,CANCEL,2018-01-23,Client's Request
5069,PEO02,GHO,MC-Five Mile Commercial Mortgage Finance LLC, ,"1330 Avenue of the Americas","6th Floor",New York,NY,"10019","523920", 455633180, ,Corporation, , , ,MC-Five Mile Commercial Mor-HQ,"1330 Avenue of the Americas","6th Floor",New York,NY,"10019",34,8,34,8,6882410,CANCEL,2018-01-23,Client's Request
5070,PEOUS,JT8,Prosthodontic Associates of NY, ,"60 East 42nd Street",Suite 1656,New York,NY,"10165","621210", 132788097, ,Corporation, , , ,Prosthodontic Associates of-HQ,"60 East 42nd Street",Suite 1656,New York,NY,"10165",11,12,11,12,2459514,CANCEL,2018-01-23,Client's Request
5071,PEO01,KND,AdScience LLC, ,"115 W 18th Street","2nd Floor",New York,NY,"10011","541511", 473234506, ,Corporation, , , ,AdScience LLC-HQ,"115 W 18th Street","2nd Floor",New York,NY,"10011",3,0,3,0,575000,CANCEL,2018-01-23,Client's Request
